time,x,y
7.25,-0.3139694635988558,0.5065022676919726
7.5,-0.5185687431303653,0.7918928334283876
7.75,-0.7059871888057836,1.0537299129423265
8.0,-0.8602397450034824,1.289558988706521
8.25,-1.015468767125773,1.55205867151323
8.5,-1.155969628000889,1.832929735408257
8.75,-1.2860940145650304,2.1343862301605463
9.0,-1.4172978830415979,2.4540168333556305
9.25,-1.5181480508584457,2.738558855091405
9.5,-1.6192399915140412,3.0094027330422315
9.75,-1.7028417598434027,3.2913639245520754
10.0,-1.7656807068005878,3.598231463703644
10.25,-1.8475778505700113,3.9471312148737923
10.5,-1.878258211671876,4.186233916228547
10.75,-1.9034142593440166,4.434154994120925
11.0,-1.9183937789986591,4.698320707124177
11.25,-1.9788867646963553,4.9115222444064655
11.5,-2.0480440956986956,5.115021791157089
11.75,-2.0741202479543137,5.29473011159591
12.0,-2.0992724077890648,5.473928164826758
12.25,-2.1277457874982564,5.651932740211465
12.5,-2.157219618307059,5.8295778042513415
12.75,-2.17684875130593,6.104025307126371
13.0,-2.1833042063130175,6.451062435679569
13.25,-2.1828062835630626,6.787702488948276
